edge_id,source_arxiv_id,target_arxiv_id,relation_type,relation_basis,evidence_id,confidence,review_status
R0015,2201.08862,2107.00734,direct_citation,"Exact arXiv identifier in 2107.00734 current text line 2761: [17] S.-H. Li and L. Wang, Phys. Rev. Lett. 121, 260601 07, 015 (2022), arXiv:2201.08862 [hep-lat]. (2018). [41] A. Matthews, M. Arbel, D. J. Rezende, and A. Doucet,",CIT-210700734-220108862,high,exact_identifier_context_verified
R0016,2202.11712,2107.00734,direct_citation,"Exact arXiv identifier in 2107.00734 current text line 2823: López, P. E. Shanahan, and J. M. Urban, Phys. Rev. [67] S. Schaefer, R. Sommer, and F. Virotta, PoS D 106, 014514 (2022), arXiv:2202.11712 [hep-lat]. LAT2009, 032 (2009), arXiv:0910.1465 [hep-lat]. [40] M. Caselle, E. Cellini, A. Nada, and M. Panero, JHEP [68] S. Schaefer, R. Sommer, and F. Virotta (ALPHA),",CIT-210700734-220211712,high,exact_identifier_context_verified
R0017,2207.00283,2107.00734,direct_citation,"Exact arXiv identifier in 2107.00734 current text line 2767: 080602 (2019). [42] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan, and [20] M. Albergo, G. Kanwar, and P. Shanahan, Phys. Rev. M. C. N. Cheng, (2022), arXiv:2207.00283 [hep-lat]. D 100, 034515 (2019), arXiv:1904.12072 [hep-lat]. [43] J. Finkenrath, (2022), arXiv:2201.02216 [hep-lat].",CIT-210700734-220700283,high,exact_identifier_context_verified
R0018,2208.03832,2107.00734,direct_citation,"Exact arXiv identifier in 2107.00734 current text line 2819: [38] R. Abbott et al., PoS LATTICE2022, 036 (2023), [65] S. Duane, A. D. Kennedy, B. J. Pendleton, and arXiv:2208.03832 [hep-lat]. D. Roweth, Phys. Lett. B 195, 216 (1987). [39] M. S. Albergo, D. Boyda, K. Cranmer, D. C. Hackett, [66] L. Del Debbio, G. M. Manca, and E. Vicari, Phys. Lett.",CIT-210700734-220803832,high,exact_identifier_context_verified
R0019,2210.03139,2107.00734,direct_citation,"Exact arXiv identifier in 2107.00734 current text line 2918: [125] M. Caselle, E. Cellini, A. Nada, and M. Panero, PoS ≈ Ri , (ϕi ∼ p) . LATTICE2022, 005 (2023), arXiv:2210.03139 [hep- N i lat].",CIT-210700734-221003139,high,exact_identifier_context_verified
R0020,2211.03470,2107.00734,direct_citation,"Exact arXiv identifier in 2107.00734 current text line 2773: arXiv:2003.06413 [hep-lat]. L. Wang, and K. Zhou, Phys. Rev. D 107, 056001 [22] D. Boyda, G. Kanwar, S. Racanière, D. J. Rezende, (2023), arXiv:2211.03470 [hep-lat]. M. S. Albergo, K. Cranmer, D. C. Hackett, and [46] P. Bialas, P. Korcyl, and T. Stebel, (2022),",CIT-210700734-221103470,high,exact_identifier_context_verified
R0021,2211.07541,2107.00734,direct_citation,"Exact arXiv identifier in 2107.00734 current text line 2788: [26] Y. Nagai, A. Tanaka, and A. Tomiya, Phys. Rev. D Field Theory, (2022), arXiv:2201.01862 [hep-lat]. 107, 054501 (2023), arXiv:2010.11900 [hep-lat]. [51] R. Abbott et al., (2022), arXiv:2211.07541 [hep-lat]. [27] S. Lawrence and Y. Yamauchi, Phys. Rev. D 103, [52] S. Bacchio, P. Kessel, S. Schaefer, and L. Vaitl, Phys.",CIT-210700734-221107541,high,exact_identifier_context_verified
R0022,1810.12879,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1446: K. Zhou, G. Endrődi, L.-G. Pang and H. Stöcker, Regressive and generative neural net- works for scalar field theory, Phys. Rev. D 100 (2019) 011501, [1810.12879]. P. E. Shana- han, D. Trewartha and W. Detmold, Machine learning action parameters in lattice quantum",CIT-220108862-181012879,high,exact_identifier_context_verified
R0023,1904.12072,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1493: [30] M. S. Albergo, G. Kanwar and P. E. Shanahan, Flow-based generative models for Markov chain Monte Carlo in lattice field theory, Phys. Rev. D 100 (2019) 034515, [1904.12072]. [31] G. Kanwar, M. S. Albergo, D. Boyda, K. Cranmer, D. C. Hackett, S. Racanière et al., Equiv-",CIT-220108862-190412072,high,exact_identifier_context_verified
R0024,2003.06413,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1496: ariant flow-based sampling for lattice gauge theory, Phys. Rev. Lett. 125 (2020) 121601, [2003.06413]. D. Boyda, G. Kanwar, S. Racanière, D. J. Rezende, M. S. Albergo, K. Cran- mer et al., Sampling using SU (N ) gauge equivariant flows, Phys. Rev. D 103 (2021) 074504,",CIT-220108862-200306413,high,exact_identifier_context_verified
R0025,2007.07115,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1501: Thermodynamic Observables in Lattice Field Theories with Deep Generative Models, Phys. Rev. Lett. 126 (2021) 032001, [2007.07115]. [33] M. S. Albergo, D. Boyda, D. C. Hackett, G. Kanwar, K. Cranmer, S. Racanière et al.,",CIT-220108862-200707115,high,exact_identifier_context_verified
R0026,2101.08176,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1503: [33] M. S. Albergo, D. Boyda, D. C. Hackett, G. Kanwar, K. Cranmer, S. Racanière et al., Introduction to Normalizing Flows for Lattice Field Theory, 2101.08176. [34] L. Del Debbio, J. M. Rossney and M. Wilson, Efficient modeling of trivializing maps for",CIT-220108862-210108176,high,exact_identifier_context_verified
R0027,2106.05934,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1509: Flow-based sampling for fermionic lattice field theories, Phys. Rev. D 104 (2021) 114507, [2106.05934]. D. C. Hackett, C.-C. Hsieh, M. S. Albergo, D. Boyda, J.-W. Chen, K.-F. Chen et al., Flow-based sampling for multimodal distributions in lattice field theory, 2107.00734.",CIT-220108862-210605934,high,exact_identifier_context_verified
R0028,2107.00734,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1510: [2106.05934]. D. C. Hackett, C.-C. Hsieh, M. S. Albergo, D. Boyda, J.-W. Chen, K.-F. Chen et al., Flow-based sampling for multimodal distributions in lattice field theory, 2107.00734. [36] P. de Haan, C. Rainone, M. C. N. Cheng and R. Bondesan, Scaling Up Machine Learning",CIT-220108862-210700734,high,exact_identifier_context_verified
R0029,2110.02673,2201.08862,direct_citation,"Exact arXiv identifier in 2201.08862 current text line 1512: [36] P. de Haan, C. Rainone, M. C. N. Cheng and R. Bondesan, Scaling Up Machine Learning For Quantum Field Theory with Equivariant Continuous Flows, 2110.02673. [37] J. Finkenrath, Tackling critical slowing down using global correction steps with equivariant",CIT-220108862-211002673,high,exact_identifier_context_verified
R0030,1904.12072,2202.11712,direct_citation,"Exact arXiv identifier in 2202.11712 current text line 287: [5] M. S. Albergo, G. Kanwar, and P. E. Shanahan Phys. and P. E. Shanahan Phys. Rev. D 104 no. 11, (2021) Rev. D 100 no. 3, (2019) 034515, arXiv:1904.12072 114507, arXiv:2106.05934 [hep-lat]. [hep-lat]. [10] L. Del Debbio, J. M. Rossney, and M. Wilson",CIT-220211712-190412072,high,exact_identifier_context_verified
R0031,2003.06413,2202.11712,direct_citation,"Exact arXiv identifier in 2202.11712 current text line 276: [1] ALPHA Collaboration, S. Schaefer, R. Sommer, and arXiv:2003.06413 [hep-lat]. F. Virotta Nucl. Phys. B 845 (2011) 93–119, [7] D. Boyda, G. Kanwar, S. Racanière, D. J. Rezende,",CIT-220211712-200306413,high,exact_identifier_context_verified
R0032,2007.07115,2202.11712,direct_citation,"Exact arXiv identifier in 2202.11712 current text line 283: Lett. B 762 (2016) 232–236, arXiv:1607.05939 K. Jansen, P. Kessel, S. Nakajima, and P. Stornati [hep-lat]. arXiv:2007.07115 [hep-lat]. [4] S. Duane, A. Kennedy, B. J. Pendleton, and D. Roweth [9] M. S. Albergo, G. Kanwar, S. Racanière, D. J. Rezende,",CIT-220211712-200707115,high,exact_identifier_context_verified
R0033,2106.05934,2202.11712,direct_citation,"Exact arXiv identifier in 2202.11712 current text line 287: [5] M. S. Albergo, G. Kanwar, and P. E. Shanahan Phys. and P. E. Shanahan Phys. Rev. D 104 no. 11, (2021) Rev. D 100 no. 3, (2019) 034515, arXiv:1904.12072 114507, arXiv:2106.05934 [hep-lat]. [hep-lat]. [10] L. Del Debbio, J. M. Rossney, and M. Wilson",CIT-220211712-210605934,high,exact_identifier_context_verified
R0034,2107.00734,2202.11712,direct_citation,"Exact arXiv identifier in 2202.11712 current text line 295: P. E. Shanahan arXiv:2107.00734 [hep-lat]. [40] X.-Y. Hu, M. Kleban, and C. Yu arXiv:2107.04561 [12] B. Alles, G. Boyd, M. D’Elia, A. Di Giacomo, and [hep-th].",CIT-220211712-210700734,high,exact_identifier_context_verified
R0035,2007.07115,2207.00283,direct_citation,"Exact arXiv identifier in 2207.00283 current text line 969: Theories with Deep Generative Models, Phys. Rev. Lett. 126(3), 032001 (2021), doi:10.1103/PhysRevLett.126.032001, 2007.07115.",CIT-220700283-200707115,high,exact_identifier_context_verified
R0036,2101.08176,2207.00283,direct_citation,"Exact arXiv identifier in 2207.00283 current text line 957: Rezende and P. E. Shanahan, Introduction to normalizing flows for lattice field theory (2021), 2101.08176.",CIT-220700283-210108176,high,exact_identifier_context_verified
R0037,2107.00734,2207.00283,direct_citation,"Exact arXiv identifier in 2207.00283 current text line 995: G. Kanwar and P. E. Shanahan, Flow-based sampling for multimodal distributions in lattice field theory (2021), 2107.00734.",CIT-220700283-210700734,high,exact_identifier_context_verified
R0038,2208.03832,2207.00283,direct_citation,"Exact arXiv identifier in 2207.00283 current text line 964: [20] R. Abbott et al., Sampling QCD field configurations with gauge-equivariant flow models, PoS LATTICE2022, 036 (2023), doi:10.22323/1.430.0036, 2208.03832.",CIT-220700283-220803832,high,exact_identifier_context_verified
R0039,1810.12879,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 663: [56] K. Zhou, G. Endrődi, L.-G. Pang, and H. Stöcker Phys. Rev. D 100 no. 1, (2019) 011501, arXiv:1810.12879 [hep-lat].",CIT-220803832-181012879,high,exact_identifier_context_verified
R0040,1904.12072,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 570: [28] M. S. Albergo, G. Kanwar, and P. E. Shanahan Phys. Rev. D 100 no. 3, (2019) 034515, arXiv:1904.12072 [hep-lat].",CIT-220803832-190412072,high,exact_identifier_context_verified
R0041,2003.06413,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 577: Rezende, and P. E. Shanahan Phys. Rev. Lett. 125 no. 12, (2020) 121601, arXiv:2003.06413 [hep-lat].",CIT-220803832-200306413,high,exact_identifier_context_verified
R0042,2007.07115,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 500: [5] K. A. Nicoli, C. J. Anders, L. Funcke, T. Hartung, K. Jansen, P. Kessel, S. Nakajima, and P. Stornati Phys. Rev. Lett. 126 no. 3, (2021) 032001, arXiv:2007.07115 [hep-lat].",CIT-220803832-200707115,high,exact_identifier_context_verified
R0043,2101.08176,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 622: [44] M. S. Albergo, D. Boyda, D. C. Hackett, G. Kanwar, K. Cranmer, S. Racanière, D. J. Rezende, and P. E. Shanahan arXiv:2101.08176 [hep-lat].",CIT-220803832-210108176,high,exact_identifier_context_verified
R0044,2106.05934,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 585: K. Cranmer, D. C. Hackett, and P. E. Shanahan Phys. Rev. D 104 no. 11, (2021) 114507, arXiv:2106.05934 [hep-lat].",CIT-220803832-210605934,high,exact_identifier_context_verified
R0045,2107.00734,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 594: [33] D. C. Hackett, C.-C. Hsieh, M. S. Albergo, D. Boyda, J.-W. Chen, K.-F. Chen, K. Cranmer, G. Kanwar, and P. E. Shanahan arXiv:2107.00734 [hep-lat].",CIT-220803832-210700734,high,exact_identifier_context_verified
R0046,2110.02673,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 606: [38] P. de Haan, C. Rainone, M. C. N. Cheng, and R. Bondesan arXiv:2110.02673 [cs.LG].",CIT-220803832-211002673,high,exact_identifier_context_verified
R0047,2201.08862,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 613: [41] M. Caselle, E. Cellini, A. Nada, and M. Panero arXiv:2201.08862 [hep-lat].",CIT-220803832-220108862,high,exact_identifier_context_verified
R0048,2202.11712,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 618: [43] M. S. Albergo, D. Boyda, K. Cranmer, D. C. Hackett, G. Kanwar, S. Racanière, D. J. Rezende, F. Romero-López, P. E. Shanahan, and J. M. Urban arXiv:2202.11712 [hep-lat].",CIT-220803832-220211712,high,exact_identifier_context_verified
R0049,2207.00283,2208.03832,direct_citation,"Exact arXiv identifier in 2208.03832 current text line 554: [23] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan, and M. C. N. Cheng arXiv:2207.00283 [hep-lat].",CIT-220803832-220700283,high,exact_identifier_context_verified
R0050,2101.08176,2210.03139,direct_citation,"Exact arXiv identifier in 2210.03139 current text line 435: [25] M.S. Albergo, D. Boyda, D.C. Hackett, G. Kanwar, K. Cranmer, S. Racanière et al., Introduction to Normalizing Flows for Lattice Field Theory, 2101.08176.",CIT-221003139-210108176,high,exact_identifier_context_verified
R0051,2107.00734,2210.03139,direct_citation,"Exact arXiv identifier in 2210.03139 current text line 378: [8] D.C. Hackett, C.-C. Hsieh, M.S. Albergo, D. Boyda, J.-W. Chen, K.-F. Chen et al., Flow-based sampling for multimodal distributions in lattice field theory, 2107.00734.",CIT-221003139-210700734,high,exact_identifier_context_verified
R0052,2110.02673,2210.03139,direct_citation,"Exact arXiv identifier in 2210.03139 current text line 397: [14] P. de Haan, C. Rainone, M.C.N. Cheng and R. Bondesan, Scaling Up Machine Learning For Quantum Field Theory with Equivariant Continuous Flows, 2110.02673.",CIT-221003139-211002673,high,exact_identifier_context_verified
R0053,2201.08862,2210.03139,direct_citation,"Exact arXiv identifier in 2210.03139 current text line 313: [1] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862].",CIT-221003139-220108862,high,exact_identifier_context_verified
R0054,2207.00283,2210.03139,direct_citation,"Exact arXiv identifier in 2210.03139 current text line 400: [15] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan and M.C.N. Cheng, Learning Lattice Quantum Field Theories with Equivariant Continuous Flows, 2207.00283.",CIT-221003139-220700283,high,exact_identifier_context_verified
R0055,1810.12879,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 450: [8] K. Zhou, G. Endrődi, L.-G. Pang, and H. Stöcker, Phys. [28] M. Favoni, A. Ipp, D. I. Müller, and D. Schuh, Phys. Rev. D 100, 011501 (2019), arXiv:1810.12879 [hep-lat]. Rev. Lett. 128, 032003 (2022), arXiv:2012.12901 [hep- [9] J. M. Pawlowski and J. M. Urban, Mach. Learn. Sci. lat].",CIT-221103470-181012879,high,exact_identifier_context_verified
R0056,1904.12072,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 461: [13] M. S. Albergo, G. Kanwar, and P. E. Shanahan, Phys. Res. 2, 023369 (2020), arXiv:1903.00804 [cond-mat.dis- Rev. D 100, 034515 (2019), arXiv:1904.12072 [hep-lat]. nn]. [14] K. A. Nicoli, C. J. Anders, L. Funcke, T. Hartung, [33] J. I. Kapusta and C. Gale, Finite-temperature field",CIT-221103470-190412072,high,exact_identifier_context_verified
R0057,2003.06413,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 440: S. Dürr, Am. J. Phys. 86, 293 (2018), arXiv:1712.08508 P. E. Shanahan, Phys. Rev. Lett. 125, 121601 (2020), [physics.comp-ph]. arXiv:2003.06413 [hep-lat]. [5] D. Boyda et al., in 2022 Snowmass Summer Study (2022) [25] D. Boyda, G. Kanwar, S. Racanière, D. J. Rezende, M. S.",CIT-221103470-200306413,high,exact_identifier_context_verified
R0058,2007.07115,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 464: K. Jansen, P. Kessel, S. Nakajima, and P. Stornati, theory: Principles and applications, Cambridge Mono- Phys. Rev. Lett. 126, 032001 (2021), arXiv:2007.07115 graphs on Mathematical Physics (Cambridge University [hep-lat]. Press, 2011).",CIT-221103470-200707115,high,exact_identifier_context_verified
R0059,2101.08176,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 480: [20] L. Jiang, L. Wang, and K. Zhou, Phys. Rev. D 103, K. Cranmer, S. Racanière, D. J. Rezende, and P. E. 116023 (2021), arXiv:2103.04090 [nucl-th]. Shanahan, (2021), arXiv:2101.08176 [hep-lat]. [21] M. Omana Kuttan, J. Steinheimer, K. Zhou, A. Redel- [39] L. Dinh, J. Sohl-Dickstein, and S. Bengio, arXiv e-prints",CIT-221103470-210108176,high,exact_identifier_context_verified
R0060,2107.00734,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 501: J.-W. Chen, K.-F. Chen, K. Cranmer, G. Kanwar, and We calculate the correlation function of variable hXi P. E. Shanahan, (2021), arXiv:2107.00734 [hep-lat]. of MCMC process based on the F-flow trained configura- [46] M. Creutz and B. Freedman, Annals Phys. 132, 427",CIT-221103470-210700734,high,exact_identifier_context_verified
R0061,2201.08862,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 467: [15] M. Caselle, E. Cellini, A. Nada, and M. Panero, JHEP [34] C. Gao, S. Höche, J. Isaacson, C. Krause, and H. Schulz, 07, 015 (2022), arXiv:2201.08862 [hep-lat]. Phys. Rev. D 101, 076002 (2020), arXiv:2001.10028 [hep- [16] D. C. Ciresan, U. Meier, J. Masci, L. M. Gambardella, ph].",CIT-221103470-220108862,high,exact_identifier_context_verified
R0062,2208.03832,2211.03470,direct_citation,"Exact arXiv identifier in 2211.03470 current text line 446: [7] I. Goodfellow, J. Pouget-Abadie, M. Mirza, B. Xu, [26] R. Abbott et al., in 39th International Symposium on D. Warde-Farley, S. Ozair, A. Courville, and Y. Ben- Lattice Field Theory (2022) arXiv:2208.03832 [hep-lat]. gio, Advances in neural information processing systems [27] R. Abbott et al., Phys. Rev. D 106, 074506 (2022),",CIT-221103470-220803832,high,exact_identifier_context_verified
R0063,1904.12072,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1018: S0217984914300129. arXiv:1408.0089 [cond- 034,515 (2019). https://doi.org/10.1103/ mat.str-el] PhysRevD.100.034515. arXiv:1904.12072 [hep-lat]",CIT-221107541-190412072,high,exact_identifier_context_verified
R0064,2003.06413,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1066: 121,601 (2020). https://doi.org/10.1103/ [hep-lat] PhysRevLett.125.121601. arXiv:2003.06413 [hep-lat] [35] R. Abbott, M.S. Albergo, A. Botev,",CIT-221107541-200306413,high,exact_identifier_context_verified
R0065,2007.07115,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1040: (1996) ries with Deep Generative Models (2020). arXiv:2007.07115 [hep-lat] [17] U. Wolff, Critical slowing down. Nucl. Phys.",CIT-221107541-200707115,high,exact_identifier_context_verified
R0066,2101.08176,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1025: [hep-lat] Normalizing Flows for Lattice Field Theory (2021). arXiv:2101.08176 [hep-lat] [14] S. Duane, A.D. Kennedy, B.J. Pendleton,",CIT-221107541-210108176,high,exact_identifier_context_verified
R0067,2106.05934,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1080: arXiv:2105.03418 [hep-lat] based sampling for fermionic lattice field theories (2021). arXiv:2106.05934 [hep-lat] [30] S. Foreman, T. Izubuchi, L. Jin, X.Y. Jin,",CIT-221107541-210605934,high,exact_identifier_context_verified
R0068,2107.00734,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1052: butions in lattice field theory (2021). [33] J. Finkenrath, Tackling critical slowing arXiv:2107.00734 [hep-lat] down using global correction steps with equivariant flows: the case of the Schwinger",CIT-221107541-210700734,high,exact_identifier_context_verified
R0069,2110.02673,2211.07541,direct_citation,Exact arXiv identifier in 2211.07541 current text line 1091: 10.22323/1.396.0508. arXiv:2112.01582 Equivariant Continuous Flows (2021). [hep-lat] arXiv:2110.02673 [cs.LG],CIT-221107541-211002673,high,exact_identifier_context_verified
R0070,2201.08862,2211.07541,direct_citation,Exact arXiv identifier in 2211.07541 current text line 1132: equilibrium transformations (2022). doi.org/10.1103/PhysRevLett.122.080602. arXiv:2201.08862 [hep-lat] URL https://link.aps.org/doi/10.1103/ PhysRevLett.122.080602,CIT-221107541-220108862,high,exact_identifier_context_verified
R0071,2202.11712,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1048: [25] D.C. Hackett, C.C. Hsieh, M.S. Albergo, 014,514 (2022). https://doi.org/10.1103/ D. Boyda, J.W. Chen, K.F. Chen, K. Cran- PhysRevD.106.014514. arXiv:2202.11712 mer, G. Kanwar, P.E. Shanahan, Flow- [hep-lat]",CIT-221107541-220211712,high,exact_identifier_context_verified
