edge_id,source,target,weight,relation,evidence
CE00235,paper:arxiv:2003.06413,author:phiala_e_shanahan,0.55,paper_to_author,arxiv:2003.06413
CE00236,author:phiala_e_shanahan,paper:arxiv:2003.06413,0.7,author_to_paper,arxiv:2003.06413
CE00237,paper:arxiv:2003.06413,facet:extension,0.8,paper_to_facet,arxiv:2003.06413
CE00238,facet:extension,paper:arxiv:2003.06413,0.95,facet_to_paper,arxiv:2003.06413
CE00239,paper:arxiv:2003.06413,facet:lineage,0.8,paper_to_facet,arxiv:2003.06413
CE00240,facet:lineage,paper:arxiv:2003.06413,0.95,facet_to_paper,arxiv:2003.06413
CE00241,paper:arxiv:2302.13834,author:vargas_francisco,0.55,paper_to_author,arxiv:2302.13834
CE00242,author:vargas_francisco,paper:arxiv:2302.13834,0.7,author_to_paper,arxiv:2302.13834
CE00243,paper:arxiv:2302.13834,author:grathwohl_will,0.55,paper_to_author,arxiv:2302.13834
CE00244,author:grathwohl_will,paper:arxiv:2302.13834,0.7,author_to_paper,arxiv:2302.13834
CE00245,paper:arxiv:2302.13834,author:doucet_arnaud,0.55,paper_to_author,arxiv:2302.13834
CE00246,author:doucet_arnaud,paper:arxiv:2302.13834,0.7,author_to_paper,arxiv:2302.13834
CE00247,paper:arxiv:2302.13834,facet:lineage,0.8,paper_to_facet,arxiv:2302.13834
CE00248,facet:lineage,paper:arxiv:2302.13834,0.95,facet_to_paper,arxiv:2302.13834
CE00249,paper:arxiv:2107.00734,author:daniel_c_hackett,0.55,paper_to_author,arxiv:2107.00734
CE00250,author:daniel_c_hackett,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00251,paper:arxiv:2107.00734,author:chung_chun_hsieh,0.55,paper_to_author,arxiv:2107.00734
CE00252,author:chung_chun_hsieh,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00253,paper:arxiv:2107.00734,author:sahil_pontula,0.55,paper_to_author,arxiv:2107.00734
CE00254,author:sahil_pontula,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00255,paper:arxiv:2107.00734,author:michael_s_albergo,0.55,paper_to_author,arxiv:2107.00734
CE00256,author:michael_s_albergo,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00257,paper:arxiv:2107.00734,author:denis_boyda,0.55,paper_to_author,arxiv:2107.00734
CE00258,author:denis_boyda,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00259,paper:arxiv:2107.00734,author:jiunn_wei_chen,0.55,paper_to_author,arxiv:2107.00734
CE00260,author:jiunn_wei_chen,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00261,paper:arxiv:2107.00734,author:kai_feng_chen,0.55,paper_to_author,arxiv:2107.00734
CE00262,author:kai_feng_chen,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00263,paper:arxiv:2107.00734,author:kyle_cranmer,0.55,paper_to_author,arxiv:2107.00734
CE00264,author:kyle_cranmer,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00265,paper:arxiv:2107.00734,author:gurtej_kanwar,0.55,paper_to_author,arxiv:2107.00734
CE00266,author:gurtej_kanwar,paper:arxiv:2107.00734,0.7,author_to_paper,arxiv:2107.00734
CE00267,paper:arxiv:2107.00734,author:phiala_e_shanahan,0.55,paper_to_author,arxiv:2107.00734
